#Bgm	bgm_stage01

#ClearAnnounce
3800	4620	180
4200	4620	180
4600	4620	180
5000	4620	180
5400	4620	180
5800	4620	180
6200	4620	180
6600	4620	180
200	4950	180
600	4950	180
1000	4950	180
1400	4950	180
1800	4950	180
2200	4950	180
2600	4950	180
3000	4950	180
3400	4950	180
3800	4950	180
4200	4950	180
4600	4950	180
5000	4950	180
5400	4950	180
5800	4950	180
6200	4950	180
6600	4950	180
1000	5300	180
1400	5300	180
1800	5300	180
2200	5300	180
2600	5300	180
3000	5300	180
3400	5300	180
3800	5300	180
5400	5300	180
5800	5300	180
6200	5300	180
6600	5300	180
200	5700	180
600	5700	180
1000	5700	180
1400	5700	180
1800	5700	180
2200	5700	180
2600	5700	180
3000	5700	180
3400	5700	180
3800	5700	180
4200	5700	180
4600	5700	180
5000	5700	180
5400	5700	180
5800	5700	180
6200	5700	180
6600	5700	180
200	6100	180
600	6100	180
1000	6100	180
1400	6100	180
1800	6100	180
2200	6100	180
2600	6100	180
3000	6100	180
3400	6100	180
3800	6100	180
4200	6100	180
4600	6100	180
5000	6100	180
5400	6100	180
5800	6100	180
6200	6100	180
6600	6100	180
7000	600	180
7400	600	180
7800	600	180
8200	600	180
8600	600	180
9000	600	180
9400	600	180
9800	600	180
10200	600	180
10600	600	180
11000	600	180
11400	600	180
11800	600	180
12200	600	180
12600	600	180
13000	600	180
13400	600	180
13800	600	180
7400	1000	180
7800	1000	180
9400	1000	180
9800	1000	180
10200	1000	180
10600	1000	180
11000	1000	180
11400	1000	180
13000	1000	180
13400	1000	180
13800	1000	180
7400	1400	180
7800	1400	180
8200	1400	180
8600	1400	180
9000	1400	180
9400	1400	180
9800	1400	180
10200	1400	180
10600	1400	180
11000	1400	180
11400	1400	180
11800	1400	180
12200	1400	180
12600	1400	180
13000	1400	180
13400	1400	180
13800	1400	180
7400	1800	180
7800	1800	180
8200	1800	180
8600	1800	180
9000	1800	180
10600	1800	180
11000	1800	180
11400	1800	180
11800	1800	180
12200	1800	180
12600	1800	180
13000	1800	180
13400	1800	180
13800	1800	180
7400	2200	180
7800	2200	180
8200	2200	180
8600	2200	180
9000	2200	180
9400	2200	180
9800	2200	180
10200	2200	180
10600	2200	180
11000	2200	180
11400	2200	180
13000	2200	180
13400	2200	180
13800	2200	180
7400	2600	180
7800	2600	180
8200	2600	180
8600	2600	180
9000	2600	180
9400	2600	180
9800	2600	180
10200	2600	180
10600	2600	180
11000	2600	180
11400	2600	180
11800	2600	180
12200	2600	180
12600	2600	180
13000	2600	180
13400	2600	180
13800	2600	180
7400	3000	180
7800	3000	180
8200	3000	180
8600	3000	180
9000	3000	180
9400	3000	180
9800	3000	180
10200	3000	180
10600	3000	180
11000	3000	180
11400	3000	180
11800	3000	180
12200	3000	180
12600	3000	180
13000	3000	180
13400	3000	180
13800	3000	180
7400	3400	180
7800	3400	180
8200	3400	180
8600	3400	180
9000	3400	180
9400	3400	180
9800	3400	180
10200	3400	180
10600	3400	180
11000	3400	180
11400	3400	180
11800	3400	180
12200	3400	180
12600	3400	180
13000	3400	180
13400	3400	180
13800	3400	180
7400	3700	180
8200	3700	180
8600	3700	180
9000	3700	180
9400	3700	180
9800	3700	180
10200	3700	180
10600	3700	180
11400	3700	180
11800	3700	180
12200	3700	180
12600	3700	180
13000	3700	180
13400	3700	180
13800	3700	180
7400	4200	180
8200	4200	180
8600	4200	180
10200	4200	180
10600	4200	180
11400	4200	180
11800	4200	180
12200	4200	180
13000	4200	180
13400	4200	180
13800	4200	180
7400	4620	180
8200	4620	180
8600	4620	180
9000	4620	180
9400	4620	180
9800	4620	180
10200	4620	180
10600	4620	180
11400	4620	180
11800	4620	180
12200	4620	180
13000	4620	180
13400	4620	180
13800	4620	180
7400	4950	180
8200	4950	180
8600	4950	180
9000	4950	180
9400	4950	180
9800	4950	180
10200	4950	180
10600	4950	180
11400	4950	180
11800	4950	180
12200	4950	180
13000	4950	180
13400	4950	180
13800	4950	180
7400	5300	180
8200	5300	180
8600	5300	180
9000	5300	180
9400	5300	180
9800	5300	180
10200	5300	180
10600	5300	180
11400	5300	180
11800	5300	180
12200	5300	180
13000	5300	180
13400	5300	180
13800	5300	180
7400	5700	180
8200	5700	180
8600	5700	180
9000	5700	180
9400	5700	180
9800	5700	180
10200	5700	180
10600	5700	180
11400	5700	180
11800	5700	180
12200	5700	180
13000	5700	180
13400	5700	180
13800	5700	180
7400	6100	180
8200	6100	180
8600	6100	180
9000	6100	180
9400	6100	180
9800	6100	180
10200	6100	180
10600	6100	180
11400	6100	180
11800	6100	180
12200	6100	180
13000	6100	180
13400	6100	180
13800	6100	180
}

#ActionPolygon
{
4
-400	5200
800	5200
800	5600
-400	5600

4
1200	2400
2400	2400
2400	2800
1200	2800

4
2000	3600
3200	3600
3200	4000
2000	4000

4
6800	800
7200	800
7200	7000
6800	7000

4
-200	6600
14200	6600
14200	7000
-200	7000

4
8000	800
9200	800
9200	1200
8000	1200

4
7600	3600
8000	3600
8000	7000
7600	7000

4
9200	1600
10400	1600
10400	2000
9200	2000

4
8800	4000
10000	4000
10000	4400
8800	4400
4
10800	7000
11200	7000
11200	3600
10800	3600

4
11600	800
12800	800
12800	1200
11600	1200

4
11600	2000
12800	2000
12800	2400
11600	2400

4
5200	1200
6400	1200
6400	1600
5200	1600

4
4000	5200
5200	5200
5200	5600
4000	5600

4
3200	1600
4400	1600
4400	2000
3200	2000

4
12400	4000
12800	4000
12800	7000
12400	7000
}
